typeID,groupID,typeName,marketGroupID,metaGroupID,metaLevel
3637,226,Amarr Tormentor Frigate,NULL,NULL,NULL
3638,53,Civilian Gatling Railgun,NULL,NULL,0
3639,226,Amarr Coercer Destroyer,NULL,NULL,NULL
3640,53,Civilian Light Electron Blaster,NULL,NULL,0
3641,226,Amarr Arbitrator Cruiser,NULL,NULL,NULL
3642,226,Amarr Augoror Cruiser,NULL,NULL,NULL
3643,280,Soil,20,NULL,NULL
3644,226,Amarr Omen Cruiser,NULL,NULL,NULL
3645,1042,Water,1334,NULL,NULL
3646,226,Amarr Harbinger Battlecruiser,NULL,NULL,NULL
3647,280,Holoreels,492,NULL,NULL
3648,226,Amarr Prophecy Battlecruiser,NULL,NULL,NULL
3649,226,Amarr Abaddon Battleship,NULL,NULL,NULL
3650,226,Amarr Apocalypse Battleship,NULL,NULL,NULL
3651,54,Civilian Miner,1039,1,0
3652,226,Amarr Bestower Industrial Ship,NULL,NULL,NULL
3653,63,Medium Hull Repairer I,1054,NULL,0
3654,143,Medium Hull Repairer I Blueprint,1537,NULL,NULL
3655,63,Medium Hull Repairer II,1054,2,5
3656,143,Medium Hull Repairer II Blueprint,NULL,NULL,NULL
3657,226,Amarr Sigil Industrial Ship,NULL,NULL,NULL
3658,226,Amarr Maller Cruiser,NULL,NULL,NULL
3659,226,Amarr Aeon Carrier,NULL,NULL,NULL
3660,226,Amarr Archon Carrier,NULL,NULL,NULL
3661,226,Amarr Revelation Dreadnought,NULL,NULL,NULL
3662,226,Amarr Avatar Titan,NULL,NULL,NULL
3663,63,Large Hull Repairer I,1055,NULL,0
3664,143,Large Hull Repairer I Blueprint,1537,NULL,NULL
3665,63,Large Hull Repairer II,1055,2,5
3666,143,Large Hull Repairer II Blueprint,NULL,NULL,NULL
3667,226,Amarr Providence Freighter,NULL,NULL,NULL
3668,226,Gallente Brutix Battlecruiser,NULL,NULL,NULL
3669,226,Gallente Myrmidon Battlecruiser,NULL,NULL,NULL
3670,226,Caldari Bantam Frigate,NULL,NULL,NULL
3671,226,Caldari Condor Frigate,NULL,NULL,NULL
3672,226,Caldari Griffin Frigate,NULL,NULL,NULL
3673,280,Wheat,492,NULL,NULL
3674,226,Caldari Heron Frigate,NULL,NULL,NULL
3675,226,Caldari Kestrel Frigate,NULL,NULL,NULL
3676,226,Caldari Merlin Frigate,NULL,NULL,NULL
3677,226,Caldari Cormorant Destroyer,NULL,NULL,NULL
3678,226,Caldari Blackbird Cruiser,NULL,NULL,NULL
3679,226,Caldari Caracal Cruiser,NULL,NULL,NULL
3680,226,Caldari Moa Cruiser,NULL,NULL,NULL
3681,226,Caldari Osprey Cruiser,NULL,NULL,NULL
3682,226,Caldari Drake Battlecruiser,NULL,NULL,NULL
3683,1042,Oxygen,1334,NULL,NULL
3684,226,Caldari Ferox Battlecruiser,NULL,NULL,NULL
3685,280,Hydrogen Batteries,20,NULL,NULL
3686,226,Caldari Raven Battleship,NULL,NULL,NULL
3687,280,Electronic Parts,20,NULL,NULL
3688,226,Caldari Rokh Battleship,NULL,NULL,NULL
3689,1034,Mechanical Parts,1335,NULL,NULL
3690,226,Caldari Scorpion Battleship ,NULL,NULL,NULL
3691,1034,Synthetic Oil,1335,NULL,NULL
3693,1034,Fertilizer,1335,NULL,NULL
3695,1034,Polytextiles,1335,NULL,NULL
3697,1034,Silicate Glass,1335,NULL,NULL
3699,280,Quafe,492,NULL,NULL
3701,314,Certification Results,NULL,NULL,NULL
3703,313,Nerve Sticks,491,NULL,NULL
3704,226,Gallente Dominix Battleship,NULL,NULL,NULL
3705,313,Crash,491,NULL,NULL
3706,226,Gallente Hyperion Battleship,NULL,NULL,NULL
3707,313,Blue Pill,491,NULL,NULL
3708,226,Gallente Megathron Battleship,NULL,NULL,NULL
3709,313,Drop,491,NULL,NULL
3710,226,Gallente Nyx Carrier,NULL,NULL,NULL
3711,313,X-Instinct,491,NULL,NULL
3712,226,Gallente Thanatos Carrier,NULL,NULL,NULL
3713,313,Vitoc,491,NULL,NULL
3714,226,Gallente Moros Dreadnought,NULL,NULL,NULL
3715,281,Frozen Food,492,NULL,NULL
3716,226,Gallente Erebus Titan,NULL,NULL,NULL
3717,281,Dairy Products,492,NULL,NULL
3718,226,Gallente Iteron Mark I Industrial Ship,NULL,NULL,NULL
3719,283,Tourists,23,NULL,NULL
3720,226,Gallente Iteron Mark II Industrial Ship,NULL,NULL,NULL
3721,283,Slaves,23,NULL,NULL
3722,226,Gallente Iteron Mark III Industrial Ship,NULL,NULL,NULL
3723,283,Slaver Hound,23,NULL,NULL
3724,226,Gallente Iteron Mark IV Industrial Ship,NULL,NULL,NULL
3725,1034,Livestock,1335,NULL,NULL
3726,226,Gallente Iteron Mark V Industrial Ship,NULL,NULL,NULL
3727,282,Plutonium,22,NULL,NULL
3728,226,Gallente Obelisk Freighter,NULL,NULL,NULL
3729,282,Toxic Waste,22,NULL,NULL
3730,226,Minmatar Breacher Frigate,NULL,NULL,NULL
3731,266,Megacorp Management,365,NULL,NULL
3732,266,Empire Control,365,NULL,NULL
3733,92,Cobra Mine,NULL,NULL,NULL
3734,174,Cobra Mine Blueprint,NULL,NULL,NULL
3735,92,Anaconda Mine,NULL,NULL,NULL
3736,174,Anaconda Mine Blueprint,NULL,NULL,NULL
3737,92,Asp Mine,NULL,NULL,NULL
3738,174,Asp Mine Blueprint,NULL,NULL,NULL
3739,99,Caldari Sentry Gun III,NULL,NULL,NULL
3740,99,Caldari Sentry Gun I,NULL,NULL,NULL
3741,99,Caldari Sentry Gun II,NULL,NULL,NULL
3742,99,Gallente Sentry Gun,NULL,NULL,NULL
3743,99,Minmatar Sentry Gun,NULL,NULL,NULL
3744,805,Silverfish Alvi,NULL,NULL,NULL
3745,803,Viral Infector Alvum,NULL,NULL,NULL
3746,803,Wrecker Alvum,NULL,NULL,NULL
3747,801,Enforcer Alvatis,NULL,NULL,NULL
3748,805,Strain Infester Alvi,NULL,NULL,NULL
3749,805,Decimator Alvi,NULL,NULL,NULL
3750,805,Infester Alvi,NULL,NULL,NULL
3751,25,SOCT 1,NULL,NULL,0
3752,105,SOCT 1 Blueprint,NULL,NULL,NULL
3753,25,SOCT 2,NULL,NULL,0
3754,105,SOCT 2 Blueprint,NULL,NULL,NULL
3755,257,Jove Frigate,NULL,NULL,NULL
3756,419,Gnosis,1698,NULL,0
3757,226,Minmatar Burst Frigate,NULL,NULL,NULL
3758,257,Jove Cruiser,NULL,NULL,NULL
3759,226,Minmatar Probe Frigate,NULL,NULL,NULL
3760,226,Minmatar Rifter Frigate,NULL,NULL,NULL
3761,226,Minmatar Slasher Frigate,NULL,NULL,NULL
3762,226,Minmatar Vigil  Frigate,NULL,NULL,NULL
3763,226,Minmatar Thrasher Destroyer,NULL,NULL,NULL
3764,30,Leviathan,814,NULL,NULL
3765,110,Leviathan Blueprint,885,NULL,NULL
3766,25,Vigil,64,NULL,0
3767,105,Vigil Blueprint,264,NULL,NULL
3768,25,Amarr Police Frigate,NULL,NULL,0
3769,105,Amarr Police Frigate Blueprint,NULL,NULL,NULL
3770,226,Minmatar Bellicose Cruiser,NULL,NULL,NULL
3771,284,Ectoplasm,20,NULL,NULL
3772,226,Minmatar Rupture Cruiser,NULL,NULL,NULL
3773,284,Hydrochloric Acid,20,NULL,NULL
3774,226,Minmatar Scythe Cruiser,NULL,NULL,NULL
3775,1034,Viral Agent,1335,NULL,NULL
3776,226,Minmatar Stabber Cruiser,NULL,NULL,NULL
3777,281,Long-limb Roes,492,NULL,NULL
3778,226,Minmatar Cyclone Battlecruiser,NULL,NULL,NULL
3779,1042,Biomass,1334,NULL,NULL
3780,226,Minmatar Hurricane Battlecruiser,NULL,NULL,NULL
3781,226,Minmatar Maelstrom Battleship,NULL,NULL,NULL
3782,226,Minmatar Tempest Battleship,NULL,NULL,NULL
3783,226,Minmatar Typhoon Battleship,NULL,NULL,NULL
3784,226,Minmatar Hel Carrier,NULL,NULL,NULL
3785,226,Minmatar Nidhoggur Carrier,NULL,NULL,NULL
3786,226,Minmatar Naglfar Dreadnought,NULL,NULL,NULL
3787,226,Minmatar Ragnarok Titan,NULL,NULL,NULL
3788,226,Minmatar Hoarder Industrial Ship,NULL,NULL,NULL
3789,226,Minmatar Mammoth Industrial Ship,NULL,NULL,NULL
3790,226,Minmatar Wreathe Industrial Ship,NULL,NULL,NULL
3791,226,Minmatar Fenrir Freighter,NULL,NULL,NULL
3792,306,Caldari Academy Office  ,NULL,NULL,NULL
3793,538,Data Subverter I,NULL,NULL,NULL
3794,917,Data Subverter I Blueprint,NULL,NULL,NULL
3795,495,Blood Raider Central Bastion,NULL,NULL,NULL
3796,6,Sun O1 (Blue Bright),NULL,NULL,NULL
3797,6,Sun G5 (Pink),NULL,NULL,NULL
3798,6,Sun K5 (Orange Bright),NULL,NULL,NULL
3799,6,Sun G3 (Pink Small),NULL,NULL,NULL
3800,6,Sun M0 (Orange radiant),NULL,NULL,NULL
3801,6,Sun A0 (Blue Small),NULL,NULL,NULL
3802,6,Sun K3 (Yellow Small),NULL,NULL,NULL
3803,6,Sun B5 (White Dwarf),NULL,NULL,NULL
3804,283,VIPs,NULL,NULL,NULL
3805,495,Sansha's Nation Central Bastion,NULL,NULL,NULL
3806,283,Refugees,23,NULL,NULL
3807,226,Miniball hax,NULL,NULL,NULL
3808,283,Prisoners,NULL,NULL,NULL
3809,495,Serpentis Administration Facility,NULL,NULL,NULL
3810,283,Marines,23,NULL,NULL
3811,306,Minmatar Academy Office,NULL,NULL,NULL
3812,280,Data Sheets,20,NULL,NULL
3814,280,Reports,20,NULL,NULL
3818,313,Exile,491,NULL,NULL
3820,313,Sooth Sayer,491,NULL,NULL
3821,821,Dread Guristas Commanding Officer,NULL,NULL,NULL
3822,313,Frentix,491,NULL,NULL
3823,821,True Sansha Archduke,NULL,NULL,NULL
3824,313,Crystal Egg,491,NULL,NULL
3825,821,Dark Blood Hunter,NULL,NULL,NULL
3826,313,Mindflood,491,NULL,NULL
3827,821,Shadow Serpentis Big Boss,NULL,NULL,NULL
3828,1034,Construction Blocks,1335,NULL,NULL
3829,38,Medium Shield Extender I,606,NULL,0
3830,118,Medium Shield Extender I Blueprint,1549,NULL,NULL
3831,38,Medium Shield Extender II,606,2,5
3832,118,Medium Shield Extender II Blueprint,NULL,NULL,NULL
3835,306,Gallente Academy Office,NULL,NULL,NULL
3836,526,Pilot Certification Documents,NULL,NULL,NULL
3837,314,Token of Submission,NULL,NULL,NULL
3838,314,Clearance Documents,NULL,NULL,NULL
3839,38,Large Shield Extender I,608,NULL,0
3840,118,Large Shield Extender I Blueprint,1549,NULL,NULL
3841,38,Large Shield Extender II,608,2,5
3842,118,Large Shield Extender II Blueprint,NULL,NULL,NULL
3843,314,Tribal Sponsorship,NULL,NULL,NULL
3844,314,Freedom of Operation License,NULL,NULL,NULL
3845,306,Amarr Cargo Rig,NULL,NULL,NULL
3846,306,Caldari Cargo Rig,NULL,NULL,NULL
3847,306,Gallente Cargo Rig,NULL,NULL,NULL
3848,306,Minmatar Cargo Rig,NULL,NULL,NULL
3849,38,Micro Shield Extender I,607,NULL,0
3851,38,Micro Shield Extender II,607,2,5
3858,319,Tutorial Fuel Depot,NULL,NULL,NULL
3859,1109,genericAudioEmitter,NULL,NULL,NULL
3863,301,CONCORD Police Officer,NULL,NULL,NULL
3864,15,Amarr Citadel,NULL,NULL,NULL
3865,15,Gallente Research Station,NULL,NULL,NULL
3866,15,Gallente Trading Hub,NULL,NULL,NULL
3867,15,Gallente Industrial Station,NULL,NULL,NULL
3868,15,Gallente Administrative Station,NULL,NULL,NULL
3869,15,Gallente Logistics Station,NULL,NULL,NULL
3870,15,Gallente Mining Station,NULL,NULL,NULL
3871,15,Caldari Station Hub,NULL,NULL,NULL
3872,15,Caldari Military Station,NULL,NULL,NULL
3873,10,Stargate (Caldari Border),NULL,NULL,NULL
3874,10,Stargate (Gallente Constellation),NULL,NULL,NULL
3875,10,Stargate (Gallente System),NULL,NULL,NULL
3876,10,Stargate (Gallente Border),NULL,NULL,NULL
3877,10,Stargate (Minmatar Constellation),NULL,NULL,NULL
3880,226,Ripped Superstructure,NULL,NULL,NULL
3881,226,Ruined Monument,NULL,NULL,NULL
3882,820,Exsanguinator ,NULL,NULL,NULL
3883,288,DED Army Officer,NULL,NULL,NULL
3884,820,Guristas Distributor,NULL,NULL,NULL
3885,301,CONCORD Police Captain,NULL,NULL,NULL
3886,288,DED Army Captain,NULL,NULL,NULL
3887,285,Co-Processor I,676,NULL,NULL
3888,285,Co-Processor II,676,2,NULL
3889,820,Slave Ation09,NULL,NULL,NULL
3890,820,Sarpati Family Enforcer,NULL,NULL,NULL
3891,820,5/10 DED Angel Big Boss,NULL,NULL,NULL
3893,278,Mining Connections,376,NULL,NULL
3894,278,Distribution Connections,376,NULL,NULL
3895,278,Security Connections,376,NULL,NULL
3897,72,Micro Proton Smartbomb I,380,NULL,0
3898,303,Quafe Zero,977,NULL,NULL
3899,72,Micro Proton Smartbomb II,380,2,NULL
3901,72,Micro Graviton Smartbomb I,380,NULL,0
3903,72,Micro Graviton Smartbomb II,380,2,NULL
3907,72,Micro Plasma Smartbomb I,380,NULL,0
3909,72,Micro Plasma Smartbomb II,380,2,NULL
3910,940,Caldari Sofa,NULL,NULL,NULL
3911,940,Caldari Ship Interface,NULL,NULL,NULL
3913,72,Micro EMP Smartbomb I,380,NULL,0
3914,940,Caldari Main Screen,NULL,NULL,NULL
3915,72,Micro EMP Smartbomb II,380,2,NULL
3916,940,Caldari Planetary Interaction,NULL,NULL,NULL
3919,940,Caldari Corporation Recruitment,NULL,NULL,NULL
3920,226,Fortified Amarr Industrial Station,NULL,NULL,NULL
3921,818,Pirate Saboteur,NULL,NULL,NULL
3922,280,Hardware,NULL,NULL,NULL
3923,283,Clones,NULL,NULL,NULL
3925,526,Reclaimed Organics,NULL,NULL,NULL
3926,526,Augmented Stem Cells,NULL,NULL,NULL
3927,914,Clones Blueprint,NULL,NULL,NULL
3928,914,Hardware Blueprint,NULL,NULL,NULL
3930,940,Minmatar Sofa,NULL,NULL,NULL
3931,940,Minmatar Ship Interface,NULL,NULL,NULL
3932,940,Minmatar Main Screen,NULL,NULL,NULL
3933,940,Minmatar Corporation Recruitment,NULL,NULL,NULL
3934,940,Minmatar Planetary Interaction,NULL,NULL,NULL
3937,72,Medium Proton Smartbomb I,383,NULL,0
3938,152,Medium Proton Smartbomb I Blueprint,341,NULL,NULL
3939,72,Medium Proton Smartbomb II,383,2,5
3940,152,Medium Proton Smartbomb II Blueprint,NULL,NULL,NULL
3941,72,Medium Graviton Smartbomb I,383,NULL,0
3942,152,Medium Graviton Smartbomb I Blueprint,341,NULL,NULL
3943,72,Medium Graviton Smartbomb II,383,2,5
3944,152,Medium Graviton Smartbomb II Blueprint,NULL,NULL,NULL
3947,72,Medium Plasma Smartbomb I,383,NULL,0
3948,152,Medium Plasma Smartbomb I Blueprint,341,NULL,NULL
3949,72,Medium Plasma Smartbomb II,383,2,5
3950,152,Medium Plasma Smartbomb II Blueprint,NULL,NULL,NULL
3952,226,Fortified Archon,NULL,NULL,NULL
3953,72,Medium EMP Smartbomb I,383,NULL,0
3954,152,Medium EMP Smartbomb I Blueprint,341,NULL,NULL
3955,72,Medium EMP Smartbomb II,383,2,5
3956,152,Medium EMP Smartbomb II Blueprint,NULL,NULL,NULL
3957,226,Serpentis Stronghold,NULL,NULL,NULL
3958,1083,GDN-9 "Nightstalker" Combat Goggles,1408,NULL,NULL
3959,818,Criminal Saboteur,NULL,NULL,NULL
3960,818,Bandit Saboteur,NULL,NULL,NULL
3961,818,Rogue Saboteur,NULL,NULL,NULL
3962,1106,Customs Office Gantry,1410,NULL,NULL
3963,1048,Customs Office Gantry Blueprint,NULL,NULL,NULL
3964,1025,Orbital Command Center,NULL,NULL,NULL
3966,1091,Men's 'Precision' Boots,1400,NULL,NULL
3967,226,Fortified Gallente Station 7,NULL,NULL,NULL
3970,226,Federation Administrative Outpost,NULL,NULL,NULL
3974,226,Minmatar Service Outpost Structure,NULL,NULL,NULL
3975,1088,Women's 'Structure' Dress (navy),1405,NULL,NULL
3977,72,Large Proton Smartbomb I,381,NULL,0
3978,152,Large Proton Smartbomb I Blueprint,341,NULL,NULL
3979,72,Large Proton Smartbomb II,381,2,5
3980,152,Large Proton Smartbomb II Blueprint,NULL,NULL,NULL
3981,72,Large Graviton Smartbomb I,381,NULL,0
3982,152,Large Graviton Smartbomb I Blueprint,341,NULL,NULL
3983,72,Large Graviton Smartbomb II,381,2,5
3984,152,Large Graviton Smartbomb II Blueprint,NULL,NULL,NULL
3986,585,Large Remote Hull Repairer II,1062,2,NULL
3987,72,Large Plasma Smartbomb I,381,NULL,0
3988,152,Large Plasma Smartbomb I Blueprint,341,NULL,NULL
3989,72,Large Plasma Smartbomb II,381,2,5
3990,152,Large Plasma Smartbomb II Blueprint,NULL,NULL,NULL
3991,870,Large Remote Hull Repairer II Blueprint,NULL,NULL,NULL
3992,1090,Men's 'Commando' Pants (black wax),1401,NULL,NULL
3993,72,Large EMP Smartbomb I,381,NULL,0
3994,152,Large EMP Smartbomb I Blueprint,341,NULL,NULL
3995,72,Large EMP Smartbomb II,381,2,5
3996,152,Large EMP Smartbomb II Blueprint,NULL,NULL,NULL
3997,1090,Women's 'Excursion' Pants (black/gray),1403,NULL,NULL
3998,1090,Women's 'Impress' Skirt (gray),1403,NULL,NULL
3999,1090,Women's 'Impress' Skirt (black wax),1403,NULL,NULL
4001,1091,Men's 'Trench' Boots,1400,NULL,NULL
4002,1091,Women's 'Minima' Heels,1404,NULL,NULL
4003,1091,Women's 'Greave' Knee-Boots,1404,NULL,NULL
4004,1091,Women's 'Mystrioso' Boots,1404,NULL,NULL
4005,27,Scorpion Ishukone Watch,1620,NULL,NULL
4006,107,Scorpion Ishukone Watch Blueprint,NULL,NULL,NULL
4007,226,Fortified Minmatar Station,NULL,NULL,NULL
4008,1091,Men's 'Lockstep' Boots,1400,NULL,NULL
4009,1083,Looking Glass Monocle Interface (right/gold),1408,NULL,NULL
4010,819,Domination Grigori,NULL,NULL,NULL
4011,319,Reinforced Drone Bunker,NULL,NULL,NULL
4012,819,Dread Guristas Irregular,NULL,NULL,NULL
4013,203,RADAR Backup Array I,722,NULL,NULL
4014,203,RADAR Backup Array II,722,2,NULL
4015,819,Dark Blood Alpha,NULL,NULL,NULL
4016,1090,Women's 'Excursion' Pants (black),1403,NULL,NULL
4017,1090,Women's 'Excursion' Pants (black/blue/gold),1403,NULL,NULL
4018,1090,Women's 'Excursion' Pants (black/gold),1403,NULL,NULL
4019,1090,Women's 'Excursion' Pants (black/gold line),1403,NULL,NULL
4020,1090,Women's 'Excursion' Pants (black/red/gold),1403,NULL,NULL
4021,1090,Women's 'Excursion' Pants (black/silver),1403,NULL,NULL
4022,1090,Women's 'Excursion' Pants (gold),1403,NULL,NULL
4023,15,Caldari Mining Station,NULL,NULL,NULL
4024,15,Caldari Food Processing Plant Station,NULL,NULL,NULL
4025,65,X5 Prototype Engine Enervator,683,1,NULL
4026,1090,Women's 'Excursion' Pants (matte blue),1403,NULL,NULL
4027,65,Fleeting Propulsion Inhibitor I,683,1,NULL
4028,1090,Women's 'Excursion' Pants (matte green),1403,NULL,NULL
4029,65,'Langour' Drive Disruptor I,683,1,NULL
4030,1090,Women's 'Excursion' Pants (matte red),1403,NULL,NULL
4031,65,Patterned Stasis Web I,683,1,NULL
4032,1090,Women's 'Excursion' Pants (silver),1403,NULL,NULL
4033,1090,Women's 'Impress' Skirt (black leather),1403,NULL,NULL
4034,1090,Women's 'Impress' Skirt (brown leather),1403,NULL,NULL
4035,1090,Women's 'Impress' Skirt (graphite),1403,NULL,NULL
4036,1090,Women's 'Impress' Skirt (green/gold),1403,NULL,NULL
4037,1083,Odin Synthetic Eye (right/dark),1408,NULL,NULL
4038,1083,Odin Synthetic Eye (right/gray),1408,NULL,NULL
4039,1083,Odin Synthetic Eye (right/gold),1408,NULL,NULL
4042,1083,Looking Glass Monocle Interface (right/gray),1408,NULL,NULL
4043,1083,Odin Synthetic Eye (left/dark),1408,NULL,NULL
4044,53,Sleeper Turret Small,NULL,NULL,NULL
4045,53,Sleeper Turret Medium,NULL,NULL,NULL
4046,1083,Odin Synthetic Eye (left/gold),1408,NULL,NULL
4048,1083,Odin Synthetic Eye (left/gray),1408,NULL,NULL
4049,53,Sleeper Turret Large,NULL,NULL,NULL
4050,1083,Looking Glass Monocle Interface (left/gold),1408,NULL,NULL
4051,1136,Caldari Fuel Block,1870,NULL,NULL
4052,1083,Looking Glass Monocle Interface (left/gray),1408,NULL,NULL
4054,1088,Women's 'Executor' Coat,1405,NULL,NULL
4057,1089,Men's 'Sterling' Dress Shirt (black),1398,NULL,NULL
4058,1089,Men's 'Sterling' Dress Shirt (navy),1398,NULL,NULL
4059,1089,Men's 'Sterling' Dress Shirt (dust),1398,NULL,NULL
4060,1089,Men's 'Sterling' Dress Shirt (olive),1398,NULL,NULL
4061,1089,Women's 'Sterling' Dress Blouse (black),1406,NULL,NULL
4062,1089,Women's 'Sterling' Dress Blouse (navy),1406,NULL,NULL
4063,1089,Women's 'Sterling' Dress Blouse (dust),1406,NULL,NULL
4064,1089,Women's 'Sterling' Dress Blouse (olive),1406,NULL,NULL
4065,1089,Women's 'Sterling' Dress Blouse (platinum),1406,NULL,NULL
4066,1089,Women's 'Quafe' T-shirt YC 113,1406,NULL,NULL
4067,1089,Men's 'Quafe' T-shirt YC 113,1398,NULL,NULL
4068,1089,Men's 'Sterling' Dress Shirt (Ishukone Special Edition),1398,NULL,NULL
4069,1090,Women's 'Impress' Skirt (marine),1403,NULL,NULL
4070,1090,Women's 'Impress' Skirt (matte black),1403,NULL,NULL
4071,1090,Women's 'Impress' Skirt (matte blue),1403,NULL,NULL
4072,1090,Women's 'Impress' Skirt (matte red),1403,NULL,NULL
4073,1090,Women's 'Impress' Skirt (red gold),1403,NULL,NULL
4074,1090,Women's 'Impress' Skirt (silver),1403,NULL,NULL
4075,1090,Women's 'Impress' Skirt (white),1403,NULL,NULL
4076,1090,Women's 'Structure' Skirt (black/red),1403,NULL,NULL
4077,366,Acceleration Gate (Precise),NULL,NULL,NULL
4078,1090,Women's 'Structure' Skirt (camouflage),1403,NULL,NULL
4085,1090,Women's 'Structure' Skirt (black),1403,NULL,NULL
4086,1092,Short Pixie Hair,NULL,NULL,NULL
4088,1092,Curly Shoulder Length,NULL,NULL,NULL
4089,314,Clearance Papers,NULL,NULL,NULL
4090,280,Large Crates of Quafe,NULL,NULL,NULL
4091,284,Large Crates of Ectoplasm,NULL,NULL,NULL
4093,1118,Surface Command Center Prefab Unit,NULL,NULL,NULL
4096,1092,Hair_Stubble_01,NULL,NULL,NULL
4097,1088,Men's 'Field Marshal' Coat,1399,NULL,NULL
4098,1088,Men's 'Esquire' Coat,1399,NULL,NULL
4099,226,Amarr Factory Outpost,NULL,NULL,NULL
4100,226,Caldari Research Outpost,NULL,NULL,NULL
4101,1090,Women's 'Structure' Skirt (black/white),1403,NULL,NULL
4102,1090,Women's 'Structure' Skirt (blue),1403,NULL,NULL
4103,1090,Women's 'Structure' Skirt (graphite),1403,NULL,NULL
4104,1090,Women's 'Structure' Skirt (gray),1403,NULL,NULL
4105,1090,Women's 'Structure' Skirt (gray stripes),1403,NULL,NULL
4106,1090,Women's 'Structure' Skirt (green),1403,NULL,NULL
4107,1090,Women's 'Structure' Skirt (green/black),1403,NULL,NULL
4108,1090,Women's 'Structure' Skirt (green stripes),1403,NULL,NULL
4109,1090,Women's 'Structure' Skirt (khaki),1403,NULL,NULL
4110,1090,Women's 'Structure' Skirt (marine),1403,NULL,NULL
4111,1090,Women's 'Structure' Skirt (matte black),1403,NULL,NULL
4112,1090,Women's 'Structure' Skirt (red),1403,NULL,NULL
4113,1090,Women's 'Structure' Skirt (red leather),1403,NULL,NULL
4114,1090,Women's 'Structure' Skirt (red stripes),1403,NULL,NULL
4115,1090,Women's 'Structure' Skirt (white stripes),1403,NULL,NULL
4116,1091,Women's 'Minima' Heels (black/gold),1404,NULL,NULL
4117,1091,Women's 'Minima' Heels (black/red),1404,NULL,NULL
4118,1091,Women's 'Minima' Heels (blue),1404,NULL,NULL
4119,1091,Women's 'Minima' Heels (gold),1404,NULL,NULL
4120,1091,Women's 'Minima' Heels (graphite/white),1404,NULL,NULL
4121,1091,Women's 'Minima' Heels (green/black),1404,NULL,NULL
4122,1091,Women's 'Minima' Heels (matte black),1404,NULL,NULL
4123,1091,Women's 'Minima' Heels (matte red),1404,NULL,NULL
4124,1091,Women's 'Minima' Heels (red),1404,NULL,NULL
4125,1091,Women's 'Minima' Heels (silver),1404,NULL,NULL
4126,1091,Women's 'Minima' Heels (turquoise),1404,NULL,NULL
4127,1091,Women's 'Greave' Boots (black/gold),1404,NULL,NULL
4128,1091,Women's 'Greave' Boots (brown),1404,NULL,NULL
4129,1091,Women's 'Greave' Boots (matte brown),1404,NULL,NULL
4130,1091,Women's 'Greave' Boots (matte gray),1404,NULL,NULL
4131,1091,Women's 'Greave' Boots (red),1404,NULL,NULL
4132,1091,Women's 'Mystrioso' Boots (black/white),1404,NULL,NULL
4133,1091,Women's 'Mystrioso' Boots (brown/black),1404,NULL,NULL
4134,1091,Women's 'Mystrioso' Boots (red),1404,NULL,NULL
4135,1091,Women's 'Mystrioso' Boots (white/black),1404,NULL,NULL
4136,1088,Women's 'Executor' Coat (black),1405,NULL,NULL
4137,1088,Women's 'Executor' Coat (graphite),1405,NULL,NULL
4138,1088,Women's 'Executor' Coat (green/gold),1405,NULL,NULL
4139,1088,Women's 'Executor' Coat (matte blue),1405,NULL,NULL
4140,1088,Women's 'Executor' Coat (matte red),1405,NULL,NULL
4141,1088,Women's 'Executor' Coat (red/gold),1405,NULL,NULL
4142,1088,Women's 'Executor' Coat (silver),1405,NULL,NULL
4143,1088,Women's 'Structure' Dress (black),1405,NULL,NULL
4144,1088,Women's 'Structure' Dress (black/white),1405,NULL,NULL
4145,1088,Women's 'Structure' Dress (brown),1405,NULL,NULL
4146,1088,Women's 'Structure' Dress (gold/black),1405,NULL,NULL
4147,53,Dual Heavy Pulse Laser II,573,2,5
4148,133,Dual Heavy Pulse Laser II Blueprint,NULL,NULL,NULL
4149,1088,Women's 'Structure' Dress (graphite),1405,NULL,NULL
4150,1088,Women's 'Structure' Dress (green),1405,NULL,NULL
4151,1088,Women's 'Structure' Dress (matte blue),1405,NULL,NULL
4152,1088,Women's 'Structure' Dress (matte red),1405,NULL,NULL
4153,1088,Women's 'Structure' Dress (red),1405,NULL,NULL
4154,1088,Women's 'Structure' Dress (turquoise),1405,NULL,NULL
4155,1089,Women's 'Sterling' Dress Blouse (black leather),1406,NULL,NULL
4156,1089,Women's 'Sterling' Dress Blouse (black/white),1406,NULL,NULL
4157,1089,Women's 'Sterling' Dress Blouse (gold),1406,NULL,NULL
4158,1089,Women's 'Sterling' Dress Blouse (graphite),1406,NULL,NULL
4159,1089,Women's 'Sterling' Dress Blouse (green satin),1406,NULL,NULL
4160,1089,Women's 'Sterling' Dress Blouse (matte black),1406,NULL,NULL
4161,1089,Women's 'Sterling' Dress Blouse (matte blue),1406,NULL,NULL
4162,1089,Women's 'Sterling' Dress Blouse (matte olive),1406,NULL,NULL
4163,1089,Women's 'Sterling' Dress Blouse (orange satin),1406,NULL,NULL
4164,1089,Women's 'Sterling' Dress Blouse (red satin),1406,NULL,NULL
4165,1090,Men's 'Commando' Pants (black),1401,NULL,NULL
4166,1090,Men's 'Commando' Pants (blue),1401,NULL,NULL
4167,1090,Men's 'Commando' Pants (gold/black),1401,NULL,NULL
4168,1090,Men's 'Commando' Pants (gray/black),1401,NULL,NULL
