groupID	categoryID	groupName	description 
893	6	Electronic Attack Ship	
894	6	Heavy Interdiction Cruiser	
896	7	Rig Security Transponder	
897	2	Covert Beacon	
898	6	Black Ops	
899	7	Warp Disrupt Field Generator	
900	6	Marauder	
901	7	Mining Enhancer	
902	6	Jump Freighter	
903	25	Ancient Compressed Ice	
904	7	Rig Mining	
905	7	Covert Cynosural Field Generator	
906	6	Combat Recon Ship	
907	8	Tracking Script	
908	8	Warp Disruption Script	
909	8	Tracking Disruption Script	
910	8	Sensor Booster Script	
911	8	Sensor Dampener Script	
912	9	Script Blueprint	
913	17	Advanced Capital Construction Components	
914	9	Advanced Capital Construction Component Blueprints	
915	9	Capital Construction Blueprints	
916	8	Nanite Repair Paste	
917	9	Data Miner Blueprint	
918	9	Scan Probe Launcher Blueprint	
920	2	Effect Beacon	
922	11	Capture Point	
924	11	Mission Faction Battleship	
925	11	FW Infrastructure Hub	
927	11	Mission Faction Industrials	
934	11	Zombie Entities	
935	26	WorldSpace	Group for worldspaces
937	29	Decorations	
940	49	Furniture	Furniture
941	6	Industrial Command Ship	
943	5	Game Time	
944	9	Capital Industrial Ship Blueprint	
945	9	Industrial Command Ship Blueprint	
952	11	Mission Container	Containers that can be deployed in dungeons and accept items to be placed into them. Can have triggers that check if specific item is placed in it (for mission completion for instance).
954	32	Defensive Systems	
955	32	Electronic Systems	
956	32	Offensive Systems	
957	32	Propulsion Systems	
958	32	Engineering Systems	
959	11	Deadspace Sleeper Sleepless Sentinel	Sleeper large NPCs for the Apocrypha expansion encountered in the most difficult wormhole systems.
960	11	Deadspace Sleeper Awakened Sentinel	Sleeper medium NPCs for the Apocrypha expansion encountered in the most difficutly wormhole systems.
961	11	Deadspace Sleeper Emergent Sentinel	Sleeper small NPCs for the Apocrypha expansion encountered in the most difficult wormhole systems.
963	6	Strategic Cruiser	
964	17	Hybrid Tech Components	Components used to build tech III hulls and subsystems
965	9	Hybrid Component Blueprints	
966	4	Ancient Salvage	
967	4	Wormhole Minerals	
971	34	Sleeper Propulsion Relics	
972	8	Obsolete Probes	This is a holding group for probes that we're not using under the revised mechanics
973	9	Subsystem Blueprints	
974	4	Hybrid Polymers	
976	63	Festival Charges Expired	Melted Snowballs, fireworks, and other festival charges
977	24	Hybrid Reactions	
979	35	Decryptors - Hybrid	
982	11	Deadspace Sleeper Sleepless Defender	Sleeper large NPCs for the Apocrypha expansion encountered in the medium difficutly wormhole systems.
983	11	Deadspace Sleeper Sleepless Patroller	Sleeper large NPCs for the Apocrypha expansion encountered in the easiest difficulty wormhole systems.
984	11	Deadspace Sleeper Awakened Defender	Sleeper medium NPCs for the Apocrypha expansion encountered in the average difficutly wormhole systems.
985	11	Deadspace Sleeper Awakened Patroller	Sleeper medium NPCs for the Apocrypha expansion encountered in the easiest difficutly wormhole systems.
986	11	Deadspace Sleeper Emergent Defender	Sleeper small NPCs for the Apocrypha expansion encountered in the medium difficulty wormhole systems.
987	11	Deadspace Sleeper Emergent Patroller	Sleeper small NPCs for the Apocrypha expansion encountered in the easiest difficutly wormhole systems.
988	2	Wormhole	This is a group for all the various Wormhole types
990	34	Sleeper Electronics Relics	
991	34	Sleeper Offensive Relics	
992	34	Sleeper Engineering Relics	
993	34	Sleeper Defensive Relics	
995	2	Secondary Sun	Objects making up part of a multi-celestial grouping
996	9	Strategic Cruiser Blueprints	
997	34	Sleeper Hull Relics	
1003	40	Territorial Claim Unit	Sovereignty Claim structure group, this group will display anywhere in the system.
1004	40	Defense Bunkers	Structures that can be anchored once sovereignty is claimed.
1005	40	Sovereignty Blockade Unit	Disruptor generators, these will be globally visible in the solar system. 
1006	11	Mission Faction Cruiser	
1007	11	Mission Faction Frigate	
1010	8	Compact Citadel Torpedo	Citadel torpedoes for fighter-bombers
1012	40	Infrastructure Hub	
1013	9	Supercarrier Blueprints	
1016	39	Strategic Upgrades	Upgrades enhancing the mobility and/or transportation capacity.
1019	8	Citadel Cruise	
1020	39	Industrial Upgrades	
1021	39	Military Upgrades	
1022	6	Prototype Exploration Ship	
1023	18	Fighter Bomber	
1025	46	Orbital Infrastructure	
1026	41	Extractors	
1027	41	Command Centers	
1028	41	Processors	
1029	41	Storage Facilities	
1030	41	Spaceports	
1031	17	Planetary Resources	
1032	42	Planet Solid	These metallic resources include precious metals like gold and silver. 
1033	42	Planet Liquid-Gas	These gasses can be extracted from planets. 
1034	43	Refined Commodities	This is a placeholder group for commodities. 
1035	42	Planet Organic	This group contains living things that can be harvested or collected from a planet. 
1036	41	Planetary Links	
1040	43	Specialized Commodities	Specialized commodities
1041	43	Advanced Commodities	Final Commodities
1042	43	Basic Commodities	
1045	9	Sovereignty Structure Blueprint	
1046	9	Nanite Repair Paste Blueprint	
1048	9	Structure Blueprint	
1051	11	Incursion Sansha's Nation Industrial	Sansha's Nation industrial NPCs encountered in the Invasion feature.
1052	11	Incursion Sansha's Nation Capital	Sansha's Nation frigate NPCs encountered in the Invasion feature (winter 2010) in Headquarters systems.
1053	11	Incursion Sansha's Nation Frigate	Sansha's Nation frigate NPCs encountered in the Invasion feature (winter 2010) in Assault systems.
1054	11	Incursion Sansha's Nation Cruiser	Sansha's Nation frigate NPCs encountered in the Invasion feature (winter 2010) in Vanguard systems.
1056	11	Incursion Sansha's Nation Battleship	Sansha's Nation cruiser NPCs encountered in the Invasion feature (winter 2010) in Assault systems.
1063	41	Extractor Control Units	
1067	26	MaterialZone	An area of a wall that can have its textures change to deliver different wall patterns and bounced color into the room.
1068	26	DetailMesh	This is the art you see in the customizable for that chunk of wall and may be swapped out with other chunks of wall that change the look of the space but NOT the function in terms of collision, pathing, and the Target Mesh.
1071	2	Flashpoint	Points of conflict on a planet.
1073	46	Test Orbitals	These are test objects, not meant for public release.
1079	49	Generic	
1081	41	Mercenary Bases	DUST ground structures - FOBs, etc.
1082	41	Capsuleer Bases	EVE Ground objectives - SCCs, Shield Generators, etc.
1083	30	Eyewear	Eyewear
1084	30	Tattoos	The tattoos that can be placed on a avatar.
1085	30	Piercings	These are those spiky bits that get shoved in peoples heads.... 
1086	30	Scars	these are scars that are non free form placement. 
1087	30	Mid Layer	The clothing that goes into the mid layer.
1088	30	Outer	These are the outer layer clothing options. 
1089	30	Tops	The top layer clothing
1090	30	Bottoms	The pants options. 
1091	30	Footwear	Footwear
1092	30	Hair Styles	the hair styles that are itemized
1093	30	Makeup	the make up that players can buy.
1105	53	Lens Flares	
1106	46	Orbital Construction Platform	These objects are used to build other space objects near planets.
1107	53	Particle Systems	
1108	53	Animated Lights	
1109	29	Audio	Audio
1110	54	Point Lights	
1111	54	Box Lights	
1112	54	Spot Lights	
1118	17	Surface Infrastructure Prefab Units	These mechanically self assembling structures are used to erect surface constructions.
1121	29	Perception Points	
1122	7	Salvager	
1123	9	Salvager Blueprint	
1126	59	PhysicalPortals	
1136	4	Fuel Block	Pre-packed blocks of fuel for self-sustaining structures.
1137	9	Fuel Block Blueprint	
1139	9	Mining Laser Upgrade Blueprint	
1141	17	Research Data	Test text. 
1142	9	Cap Drain Drone Blueprint	
1143	9	Electronic Warfare Drone Blueprint	
1144	9	Logistic Drone Blueprint	
1145	9	Fighter Bomber Blueprint	
1146	9	Fighter Drone Blueprint	
1147	9	Stasis Webifying Drone Blueprint	
1149	22	Mobile Jump Disruptor	
1150	7	Armor Resistance Shift Hardener	
1151	9	Armor Resistance Shift Hardener Blueprint	
1152	9	Drone Damage Module Blueprint	
1153	8	Shield Booster Script	
1154	7	Target Breaker	Chance of breaking target lock of those targeting you, chance increases the more are targeting you.
1155	9	Target Breaker Blueprint	
1156	7	Fueled Shield Booster	
1157	9	Fueled Shield Booster Blueprint	
1158	8	Heavy Defender Missile	
1159	18	Salvage Drone	
1160	9	Survey Probe Blueprints	Survey Probe Blueprints
1162	9	Container Blueprints	Container Blueprints
1165	2	Satellite	
1166	11	FW Minmatar Republic Frigate	FW Minmatar Republic Frigate
1167	11	FW Caldari State Frigate	
1168	11	FW Gallente Federation Frigate	
1169	11	FW Amarr Empire Frigate	
1174	11	Asteroid Rogue Drone Officer	
1175	11	FW Amarr Empire Destroyer	
1176	11	FW Caldari State Destroyer	
1177	11	FW Gallente Federation Destroyer	
1178	11	FW Minmatar Republic Destroyer	
1179	11	FW Amarr Empire Cruiser	
1180	11	FW Caldari State Cruiser	
1181	11	FW Gallente Federation Cruiser	
1182	11	FW Minmatar Republic Cruiser	
1183	11	FW Amarr Empire Battlecruiser	
1184	11	FW Caldari State Battlecruiser	
1185	11	FW Gallente Federation Battlecruiser	
1186	11	FW Minmatar Republic Battlecruiser	
1189	7	Micro Jump Drive	
1190	9	Salvage Drone Blueprint	
1191	9	Micro Jump Drive Blueprint	
1194	63	Special Edition Commodities	Special Edition Commodities
1195	63	Tournament Cards: New Eden Open YC 114	Tournament Cards: New Eden Open YC 114
1197	9	Special Edition Commodity Blueprints	Special Edition Commodity Blueprints
1198	2	Orbital Target	Orbital targets are locations on the ground lockable by ships.
1199	7	Fueled Armor Repairer	
1200	9	Fueled Armor Repairer Blueprint	
1201	6	Attack Battlecruiser	
1202	6	Blockade Runner	
1206	17	Security Tags	
1207	11	Scatter Container	No longer scatters but in this group as they keep the same entity class to maintain dungeon despawning fixes
1209	16	Shields	
1210	16	Armor	
1212	23	Personal Hangar	
1213	16	Targeting	
1216	16	Engineering	
1217	16	Scanning	
1218	16	Resource Processing	
1220	16	Neural Enhancement	
1222	9	ECM Stabilizer Blueprint	
1223	7	Scanning Upgrade	Modules that boost scan probing
1224	9	Scanning Upgrade Blueprint	
1225	63	Tournament Cards: Alliance Tournament All Stars	
1226	7	Survey Probe Launcher	
1227	9	Survey Probe Launcher Blueprint	
1228	20	Cyber Targeting	
1229	20	Cyber Resource Processing	
1230	20	Cyber Scanning	
1231	20	Cyber Biology	
1232	7	Rig Resource Processing	
1233	7	Rig Scanning	
1234	7	Rig Targeting	
1238	7	Scanning Upgrade Time	
1239	9	Scanning Upgrade Time Blueprint	
1240	16	Subsystems	
1241	16	Planet Management	
1245	7	Missile Launcher Rapid Heavy	
1246	22	Mobile Depot	
1247	22	Mobile Siphon Unit	A deployable structure that must be deployed around a POS. Steals materials from the POS.
1248	17	Empire Bounty Reimbursement Tags	Tags that can be turned in for ISK in some empire stations.
1249	22	Mobile Cyno Inhibitor	
1250	22	Mobile Tractor Unit	
1252	11	Ghost Sites Angel Cartel Cruiser	
1255	11	Ghost Sites Blood Raiders Cruiser	
1259	11	Ghost Sites Guristas Cruiser	
1262	11	Ghost Sites Serpentis Cruiser	
1265	11	Ghost Sites Sanshas Cruiser	
1267	9	Mobile Siphon Unit Blueprint	
1268	9	Mobile Cynosural Inhibitor Blueprint	
1269	9	Mobile Depot Blueprint	
1270	9	Mobile Tractor Unit Blueprint	
1271	30	Prosthetics	
1273	22	Encounter Surveillance System	
1274	22	Mobile Decoy Unit	
1275	22	Mobile Scan Inhibitor	
1276	22	Mobile Micro Jump Unit	
1277	9	Encounter Surveillance System Blueprint	
1282	23	Compression Array	
1283	6	Expedition Frigate	
1285	11	Asteroid Mordus Legion Commander Frigate	
1286	11	Asteroid Mordus Legion Commander Cruiser	
1287	11	Asteroid Mordus Legion Commander Battleship	
1288	11	Ghost Sites Mordu's Legion	
1289	7	Warp Accelerator	
1292	7	Drone Tracking Enhancer	
1293	9	Mobile Scan Inhibitor Blueprint	
1294	9	Mobile Micro Jump Unit Blueprint	
1295	9	Mobile Decoy Unit Blueprint	
1297	22	Mobile Vault	
1299	7	Jump Drive Economizer	
1301	5	Services	A group for items that act as character services vouchers
1304	35	Generic Decryptor	
1305	6	Tactical Destroyer	
1306	7	Ship Modifiers	
1307	11	Roaming Sleepers Cruiser	
1308	7	Rig Anchor	
1309	9	Tactical Destroyer Blueprint	
1310	11	Drifters Battleship	
350858	350001	Infantry Weapons	
351064	350001	Infantry Dropsuits	
351121	350001	Infantry Modules	
351210	350001	Infantry Vehicles	
351648	350001	Infantry Skills	
351844	350001	Infantry Equipment	
354641	350001	Infantry Skill Enhancers	
354753	350001	Infantry Installations	
364204	350001	Surface Infrastructure	
367487	350001	Services 	
367580	350001	Agents	
367594	350001	Visual Customization	
367774	350001	Salvage Containers	
367776	350001	Salvage Decryptors	
368656	350001	Battle Salvage	
368666	350001	Warbarge	
